round,generation,solution_index,bitstring,objective_1,objective_2,objective_3,num_selected,selected_client_ids,num_available_selected,available_selected_client_ids,num_unavailable_selected,unavailable_selected_client_ids,mean_selected_client_accuracy,selected_client_accuracy_variance,selected_client_accuracy_std,inverse_accuracy_variance,mean_selected_utility,selected_utility_variance,selected_utility_std,mean_available_selected_utility,available_selected_utility_variance,available_selected_utility_std
0,1,0,110001001000101101111011110100,0.3346955852920186,0.12877873011997767,0.7960000038146973,16,"[0, 1, 5, 8, 12, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 27]",14,"[0, 1, 5, 8, 12, 14, 15, 17, 18, 19, 20, 23, 25, 27]",2,"[22, 24]",0.13557685539126396,0.017687033589786922,0.13299260727494186,56.538593366918974,0.591439166811067,0.09082097676801168,0.3013651883811594,0.6653044147079814,0.06010636954227844,0.24516600405088476
0,1,1,110110000001101101000001101000,0.41838626888761765,0.11957874911075289,0.7715000063180923,12,"[0, 1, 3, 4, 11, 12, 14, 15, 17, 23, 24, 26]",11,"[0, 1, 3, 4, 11, 12, 14, 15, 17, 23, 26]",1,[24],0.12772979478662214,0.030555440858833296,0.17480114661761603,32.72739557645457,0.5379424835210709,0.0912868282213249,0.30213710169610897,0.5816137311123823,0.07669949639272029,0.2769467392707852
0,1,2,100110100011001111001001000111,0.5165298779511879,0.05565542355179787,0.7979999929666519,15,"[0, 3, 4, 6, 10, 11, 14, 15, 16, 17, 20, 23, 27, 28, 29]",15,"[0, 3, 4, 6, 10, 11, 14, 15, 16, 17, 20, 23, 27, 28, 29]",0,[],0.05565542355179787,0.004819628801098383,0.06942354644570085,207.48485853767454,0.4834701220488121,0.0690821922433214,0.2628349144298021,0.4834701220488121,0.0690821922433214,0.2628349144298021
0,1,3,010110100011000011000000110000,0.4578842826016646,0.08467276663415962,0.8835000023245811,10,"[1, 3, 4, 6, 10, 11, 16, 17, 24, 25]",9,"[1, 3, 4, 6, 10, 11, 16, 17, 25]",1,[24],0.09794461969286203,0.012321896359811398,0.1110040375833753,81.15633915421978,0.4936600216601663,0.08184081004084325,0.28607832850609854,0.5421157173983354,0.06745468888401451,0.2597204052130185
0,1,4,101110100111101000001001101010,0.4558192451339411,0.08527604168137679,0.863999992609024,15,"[0, 2, 3, 4, 6, 9, 10, 11, 12, 14, 20, 23, 24, 26, 28]",13,"[0, 2, 3, 4, 6, 10, 11, 12, 14, 20, 23, 26, 28]",2,"[9, 24]",0.09352686125785112,0.02450170012181235,0.15653018917069111,40.81349437093803,0.48154635000410295,0.08218597268174374,0.2866809597474931,0.5441807548660589,0.06536320065240292,0.2556622785089793
0,1,5,100100110010100000100000010111,0.4833562651655433,0.076017352566123,0.8490000069141388,11,"[0, 3, 6, 7, 10, 12, 18, 25, 27, 28, 29]",10,"[0, 3, 6, 10, 12, 18, 25, 27, 28, 29]",1,[7],0.07752419229258191,0.007506838404954989,0.08664201293226623,133.21187243619588,0.4706613636204422,0.09938741158735373,0.31525769076638516,0.5166437348344567,0.0860679896589915,0.2933734644765806
0,1,6,110000000111101100011001110110,0.3744258294813372,0.09087917394936085,0.8349999934434891,15,"[0, 1, 9, 10, 11, 12, 14, 15, 19, 20, 23, 24, 25, 27, 28]",13,"[0, 1, 10, 11, 12, 14, 15, 19, 20, 23, 25, 27, 28]",2,"[9, 24]",0.09838290922343731,0.014683308773579956,0.12117470352173326,68.10454070129785,0.5520873102363596,0.09491262816249799,0.3080789317082523,0.6255741705186628,0.06896842841715128,0.2626184083744917
0,1,7,100101011110101111011101010101,0.4067730895427344,0.10870059437173255,0.7985000014305115,19,"[0, 3, 5, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19, 20, 21, 23, 25, 27, 29]",17,"[0, 3, 5, 8, 10, 12, 14, 15, 16, 17, 19, 20, 21, 23, 25, 27, 29]",2,"[7, 9]",0.10618030387712152,0.01605342461920266,0.12670210976618607,62.292004585976485,0.5361569371599972,0.09611698918684279,0.31002740070329715,0.5932269104572656,0.07629318838772406,0.27621221621739334
0,2,0,110001001000101101111011110100,0.3346955852920186,0.12877873011997767,0.7960000038146973,16,"[0, 1, 5, 8, 12, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 27]",14,"[0, 1, 5, 8, 12, 14, 15, 17, 18, 19, 20, 23, 25, 27]",2,"[22, 24]",0.13557685539126396,0.017687033589786922,0.13299260727494186,56.538593366918974,0.591439166811067,0.09082097676801168,0.3013651883811594,0.6653044147079814,0.06010636954227844,0.24516600405088476
0,2,1,110110000001101101000001101000,0.41838626888761765,0.11957874911075289,0.7715000063180923,12,"[0, 1, 3, 4, 11, 12, 14, 15, 17, 23, 24, 26]",11,"[0, 1, 3, 4, 11, 12, 14, 15, 17, 23, 26]",1,[24],0.12772979478662214,0.030555440858833296,0.17480114661761603,32.72739557645457,0.5379424835210709,0.0912868282213249,0.30213710169610897,0.5816137311123823,0.07669949639272029,0.2769467392707852
